date,coin,entry_price,exit_price,pnl_pct,exit_reason,hold_hours
2026-06-05 13:00,AVAX/USD,7.178115,6.998662,-2.9863,stop_loss,7.0
2026-06-05 14:00,ARB/USD,0.082447,0.080386,-2.9863,stop_loss,8.0
2026-06-05 14:00,WIF/USD,0.150894,0.156175,2.9838,take_profit,1.0
2026-06-05 16:00,SOL/USD,64.9745,63.350138,-2.9863,stop_loss,10.0
2026-06-05 18:00,BONK/USD,4e-06,4e-06,-2.9863,stop_loss,3.0
2026-06-05 18:00,RENDER/USD,1.6278,1.587105,-2.9863,stop_loss,3.0
2026-06-05 19:00,WIF/USD,0.14653,0.151659,2.9838,take_profit,1.0
2026-06-05 20:00,BONK/USD,4e-06,4e-06,2.9838,take_profit,2.0
2026-06-05 20:00,RENDER/USD,1.589765,1.645407,2.9838,take_profit,2.0
2026-06-06 03:00,RENDER/USD,1.65877,1.617301,-2.9863,stop_loss,2.0
2026-06-06 03:00,AVAX/USD,6.74376,6.575166,-2.9863,stop_loss,2.0
2026-06-06 04:00,RENDER/USD,1.62155,1.581011,-2.9863,stop_loss,1.0
2026-06-06 05:00,WIF/USD,0.141467,0.146418,2.9838,take_profit,1.0
2026-06-06 05:00,BONK/USD,4e-06,4e-06,2.9838,take_profit,1.0
2026-06-06 05:00,RENDER/USD,1.56905,1.623967,2.9838,take_profit,1.0
2026-06-06 08:00,ARB/USD,0.077529,0.080243,2.9838,take_profit,3.0
2026-06-07 22:00,RENDER/USD,1.61107,1.667457,2.9838,take_profit,3.0
2026-06-08 12:00,AVAX/USD,6.589,6.819615,2.9838,take_profit,8.0
2026-06-09 05:00,WIF/USD,0.15405,0.159442,2.9838,take_profit,5.0
2026-06-09 06:00,RENDER/USD,1.596845,1.652735,2.9838,take_profit,6.0
2026-06-09 16:00,ARB/USD,0.080269,0.078262,-2.9863,stop_loss,16.0
2026-06-09 16:00,RENDER/USD,1.5846,1.640061,2.9838,take_profit,1.0
2026-06-09 23:00,WIF/USD,0.15327,0.154261,0.1449,eod_liquidation,7.0
2026-06-09 23:00,RENDER/USD,1.5911,1.60995,0.6801,eod_liquidation,7.0
2026-06-09 23:00,SOL/USD,64.071,64.823988,0.6706,eod_liquidation,7.0
